sourceId,title,organisationOrAuthor,urlOrReference,sourceType,accessDate,candidateCount,relevantClaim
WA-S11,"Koutammakou, the Land of the Batammariba",UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1140,heritage,2026-09-03,2,"Koutammakou spans north-western Benin and north-eastern Togo and is shaped by Batammariba settlement, landscape and earthen tower-houses."
WA-S12,Royal Court of Tiébélé,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1713/,heritage,2026-09-03,2,The Royal Court of Tiébélé is a Kasena earthen complex whose architecture and decoration express social organization and living building knowledge.
WA-S13,Cultural practices and expressions linked to Balafon and Kolintang,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/cultural-practices-and-expressions-linked-to-balafon-and-kolintang-in-mali-burkina-faso-cote-d-ivoire-and-indonesia-02131,heritage,2026-09-03,2,"Balafon practices are documented in Mali, Burkina Faso and Côte d’Ivoire; the instruments are wooden xylophones and the living heritage crosses modern borders."
WA-S14,Cultural space of the Yaaral and Degal,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/cultural-space-of-the-yaaral-and-degal-00132,heritage,2026-09-03,2,"Yaaral and Degal mark Peul cattle crossings between Sahelian and Inner Niger Delta pastures, with timing tied to water and pasture conditions."
WA-S15,Cultural practices and expressions linked to the M’Bolon,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/USL/cultural-practices-and-expressions-linked-to-the-m-bolon-a-traditional-musical-percussion-instrument-01689,heritage,2026-09-03,2,"The M’Bolon is a southern Malian string instrument with a calabash sound box and varied social, agricultural and ceremonial uses."
WA-S16,"Ancient Ksour of Ouadane, Chinguetti, Tichitt and Oualata",UNESCO World Heritage Centre,https://whc.unesco.org/en/list/750/,heritage,2026-09-03,2,"Mauritania’s four ancient ksour served Saharan caravan routes and retain dense patio houses, narrow streets and mosques with square minarets."
WA-S17,"Knowledge, know-how and practices pertaining to the production and consumption of couscous",UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/knowledge-know-how-and-practices-pertaining-to-the-production-and-consumption-of-couscous-01602,heritage,2026-09-03,2,"In Mauritania and other participating countries, couscous knowledge includes hand-rolling and steaming semolina, with accompaniments varying by place and occasion."
WA-S18,Practices and expressions of joking relationships in Niger,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/practices-and-expressions-of-joking-relationships-in-niger-01009,heritage,2026-09-03,2,"In Niger, culturally governed joking relationships support solidarity and peaceful dispute handling in everyday and ceremonial settings."
WA-S19,Practices and knowledge linked to the Imzad,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/practices-and-knowledge-linked-to-the-imzad-of-the-tuareg-communities-of-algeria-mali-and-niger-00891,heritage,2026-09-03,2,"Tuareg women in Algeria, Mali and Niger play and make the single-stringed bowed Imzad using a gourd, skin and wooden components."
WA-S20,Traditional skills of loincloth weaving in Côte d’Ivoire,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/traditional-skills-of-loincloth-weaving-in-cote-d-ivoire-01949,heritage,2026-09-03,2,Ivorian weaving traditions vary by community and include joined narrow cotton strips and Dida raffia woven crossways with a spoon.
WA-S21,"Zaouli, popular music and dance of the Guro communities in Côte d’Ivoire",UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/zaouli-popular-music-and-dance-of-the-guro-communities-in-cote-d-ivoire-01255,heritage,2026-09-03,2,"Zaouli is a Guro practice in Bouaflé and Zuénoula that brings sculpture, weaving, music, song and dance into one performance."
WA-S22,Gbofe of Afounkaha,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/lists?USL=00005,heritage,2026-09-03,2,"Gbofe names both transverse horns and a Tagbana performance in Afounkaha combining six horns, song, dance and drums."
WA-S23,Skills related to Attiéké production in Côte d’Ivoire,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/skills-related-to-attieke-production-in-cote-d-ivoire-02086,heritage,2026-09-03,2,Attiéké is steamed cassava semolina associated with Côte d’Ivoire’s lagoon peoples and a multi-stage family and commercial production practice.
WA-S24,Cultural space of Sosso-Bala,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/cultural-space-of-sosso-bala-00009,heritage,2026-09-03,2,"The sacred Sosso-Bala is kept at Nyagassola in Guinea by the Dökala family’s Kouyaté griots, with the Balatigui as guardian."
WA-S25,Bolama-Bijagós,UNESCO Man and the Biosphere Programme,https://www.unesco.org/en/mab/bolama-bijagos,heritage,2026-09-03,2,"The Bolama-Bijagós Biosphere Reserve is an 88-island Guinea-Bissau archipelago where island communities combine farming, fishing and shell gathering."
WA-S26,Inscribing Meaning: Writing and Graphic Systems in African Art,Smithsonian National Museum of African Art,https://africa.si.edu/exhibitions/inscribing-meaning-writing-and-graphic-systems-africa-art,museum,2026-09-03,2,The Vai syllabary was created in Liberia around 1832 by Momolu Duwalu Bukele; its characters represent syllables and the script is written left to right.
WA-S27,Helmet mask,Smithsonian National Museum of African Art,https://www.si.edu/object/helmet-mask%3Anmafa_2012-11-1,museum,2026-09-03,2,"Helmet masks are called sowei among Mende, Sherbro and Vai communities and zogbe among Gola communities in Sierra Leone and Liberia, and are performed by Sande members."
WA-S28,Durbar in Kano,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/durbar-in-kano-01895,heritage,2026-09-03,2,"Kano Durbar accompanies Eid celebrations and brings equestrian display together with leatherwork, weaving, dyeing, embroidery, blacksmithing, riding and drumming."
WA-S29,Kwagh-Hir theatrical performance,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/kwagh-hir-theatrical-performance-00683,heritage,2026-09-03,2,"Tiv Kwagh-Hir grew from kwagh-alom storytelling and combines puppetry, masquerade, poetry, music, dance and animated narrative."
WA-S30,Argungu international fishing and cultural festival,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/argungu-international-fishing-and-cultural-festival-00901,heritage,2026-09-03,2,The Argungu festival is held near the Matan Fada River in north-western Nigeria and features water competitions such as hand fishing and canoe racing.
WA-S31,"Mahadra, a community system for transmission of traditional knowledge and oral expressions",UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/mahadra-a-community-system-for-transmission-of-traditional-knowledge-and-oral-expressions-01960,heritage,2026-09-03,2,"Mauritanian mahadra is a community learning system based largely on listening and memorization, covering literature, religion and environmental knowledge."
WA-S32,The zaffa in the traditional wedding,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/the-zaffa-in-the-traditional-wedding-02283,heritage,2026-09-03,1,"In Mauritania and other participating countries, zaffa is a bridal procession involving music, dance and community gathering, with symbolic details varying by community."
WA-S33,Weight,Smithsonian National Museum of African Art,https://www.si.edu/object/weight%3Anmafa_75-22-312,museum,2026-09-03,1,"A rooster-head Akan goldweight is associated with a proverb advising an appropriate, proportionate response to a situation."
WA-S34,"Yorùbá Yé Mi, Chapter 1: Greetings",University of Texas at Austin Center for Open Educational Resources and Language Learning,https://coerll.utexas.edu/yemi/pdfs/yy_ch1.pdf,academic,2026-09-03,1,"The university language textbook documents time-specific Yorùbá greetings, including káàárọ̀ as a morning greeting."
