stableId,version,countryScope,subregionScope,communityScope,category,difficulty,questionText,acceptedAnswer,lifecycleStatus,specialistReviewRequired,sensitivityNotes,sourceTitle,sourceUrl,humanDecision,humanReviewer,humanReviewDate,humanReviewNotes
south_bw_seperu_dress,1,Botswana,Chobe District,Veekuhane communities,TEXTILES,introductory,What garment is associated with women dancing Seperu?,A layered mushishi dress,draft,yes,"Gendered roles are source-specific descriptions, not universal rules; require locally grounded, gender-aware review.",Seperu folkdance and associated practices,https://ich.unesco.org/en/USL/seperu-folkdance-and-associated-practices-01502,pending,,,
south_bw_seperu_status,1,Botswana,Chobe District,Veekuhane communities,MODERN HISTORY,intermediate,Why is Seperu on UNESCO's Urgent Safeguarding List?,Its transmission and continued practice are at risk,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,Seperu folkdance and associated practices,https://ich.unesco.org/en/USL/seperu-folkdance-and-associated-practices-01502,pending,,,
south_na_oshituthi_drink,1,Namibia,Northern Namibia,Eight Aawambo communities,FOOD,introductory,What fruit is used to make omagongo for Oshituthi shomagongo?,Marula,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,"Oshituthi shomagongo, marula fruit festival",https://ich.unesco.org/en/RL/oshituthi-shomagongo-marula-fruit-festival-01089,pending,,,
south_na_oshituthi_season,1,Namibia,Northern Namibia,Eight Aawambo communities,TRADITION,intermediate,When does Oshituthi shomagongo usually take place?,Between March and April,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,"Oshituthi shomagongo, marula fruit festival",https://ich.unesco.org/en/RL/oshituthi-shomagongo-marula-fruit-festival-01089,pending,,,
south_na_oshituthi_hospitality,1,Namibia,Northern Namibia,Eight Aawambo communities,FOOD,advanced,What happens after the omagongo fermentation is complete?,Community members and guests share it with traditional cuisine,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,"Oshituthi shomagongo, marula fruit festival",https://ich.unesco.org/en/RL/oshituthi-shomagongo-marula-fruit-festival-01089,pending,,,
south_na_oshituthi_learning,1,Namibia,Northern Namibia,Eight Aawambo communities,TRADITION,introductory,How do younger people learn during marula processing?,"Through observation, participation and emulation",draft,yes,"Gendered roles are source-specific descriptions, not universal rules; require locally grounded, gender-aware review.","Oshituthi shomagongo, marula fruit festival",https://ich.unesco.org/en/RL/oshituthi-shomagongo-marula-fruit-festival-01089,pending,,,
south_na_nama_music_bow,1,Namibia,Nama communities in Namibia,Nama musicians and dancers,MUSIC,intermediate,What is the khab in Nama ancestral music?,A musical bow,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.","Aboxan Musik ǀŌb ǂÂns tsî ǁKhasigu, ancestral musical sound knowledge and skills",https://ich.unesco.org/en/RL/mbira-01540,pending,,,
south_na_nama_music_guitar,1,Namibia,Nama communities in Namibia,Nama musicians and dancers,MUSIC,introductory,Which name identifies a traditional guitar in this Nama practice?,!guitsib,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.","Aboxan Musik ǀŌb ǂÂns tsî ǁKhasigu, ancestral musical sound knowledge and skills",https://ich.unesco.org/en/RL/mbira-01540,pending,,,
south_na_nama_music_dance,1,Namibia,Nama communities in Namibia,Nama musicians and dancers,LANGUAGE,intermediate,What does Nama≠Nāb refer to in the updated UNESCO description?,Nama dancing steps,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.","Aboxan Musik ǀŌb ǂÂns tsî ǁKhasigu, ancestral musical sound knowledge and skills",https://ich.unesco.org/en/RL/mbira-01540,pending,,,
south_na_nama_music_purpose,1,Namibia,Nama communities in Namibia,Nama musicians and dancers,MODERN HISTORY,advanced,"Besides entertainment, how is the music used?",To educate and instruct community members,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,"Aboxan Musik ǀŌb ǂÂns tsî ǁKhasigu, ancestral musical sound knowledge and skills",https://ich.unesco.org/en/RL/mbira-01540,pending,,,
south_na_twyfelfontein_art,1,Namibia,Kunene Region,San hunter-gatherer heritage and present custodians,ART & HISTORY,introductory,What kind of art is especially concentrated at Twyfelfontein or /Ui-//aes?,Rock engravings,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Twyfelfontein or /Ui-//aes,https://whc.unesco.org/en/list/1255,pending,,,
south_na_twyfelfontein_animals,1,Namibia,Kunene Region,San hunter-gatherer heritage and present custodians,ART,intermediate,Which animal is among those shown in Twyfelfontein engravings?,Rhinoceros,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Twyfelfontein or /Ui-//aes,https://whc.unesco.org/en/list/1255,pending,,,
south_na_twyfelfontein_timespan,1,Namibia,Kunene Region,San hunter-gatherer heritage and present custodians,HISTORY,introductory,For at least how long does the site's rock art record hunter-gatherer ritual practices?,Two millennia,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",Twyfelfontein or /Ui-//aes,https://whc.unesco.org/en/list/1255,pending,,,
south_na_twyfelfontein_water,1,Namibia,Kunene Region,San hunter-gatherer heritage and present custodians,GEOGRAPHY,intermediate,What environmental feature helped nurture seasonal communities near the rock art?,A reliable aquifer,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Twyfelfontein or /Ui-//aes,https://whc.unesco.org/en/list/1255,pending,,,
south_za_richtersveld_ownership,1,South Africa,Northern Cape,Nama pastoralists and Richtersveld community,TRADITION,advanced,How is the Richtersveld cultural landscape managed?,Communally,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",Richtersveld Cultural and Botanical Landscape,https://whc.unesco.org/en/list/1265,pending,,,
south_za_richtersveld_movement,1,South Africa,Northern Cape,Nama pastoralists and Richtersveld community,GEOGRAPHY,introductory,What seasonal practice shapes Nama life in the Richtersveld?,Moving between grazing areas and stockposts,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Richtersveld Cultural and Botanical Landscape,https://whc.unesco.org/en/list/1265,pending,,,
south_za_richtersveld_house,1,South Africa,Northern Cape,Nama pastoralists and Richtersveld community,ART,intermediate,What is a |haru om?,A portable mat-roofed house,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",Richtersveld Cultural and Botanical Landscape,https://whc.unesco.org/en/list/1265,pending,,,
south_za_richtersveld_plants,1,South Africa,Northern Cape,Nama pastoralists and Richtersveld community,ORAL HISTORY,introductory,Which knowledge is associated with places in the Richtersveld?,Medicinal and other plant knowledge,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",Richtersveld Cultural and Botanical Landscape,https://whc.unesco.org/en/list/1265,pending,,,
south_za_khomani_borders,1,South Africa,Northern Cape borderlands,ǂKhomani San communities,GEOGRAPHY,intermediate,The ǂKhomani Cultural Landscape lies near South Africa's borders with which countries?,Botswana and Namibia,draft,yes,"Regional or national classification is editorial, not a claim of uniform identity; require local review of cross-border framing.",ǂKhomani Cultural Landscape,https://whc.unesco.org/en/list/1545,pending,,,
south_za_khomani_adaptation,1,South Africa,Northern Cape borderlands,ǂKhomani San communities,HISTORY,advanced,What long-term skill does the ǂKhomani landscape demonstrate?,Adaptation to desert conditions,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",ǂKhomani Cultural Landscape,https://whc.unesco.org/en/list/1545,pending,,,
south_za_khomani_knowledge,1,South Africa,Northern Cape borderlands,ǂKhomani San communities,PEOPLES & LANGUAGE,introductory,Which knowledge system is highlighted in the ǂKhomani landscape?,Ethnobotanical knowledge,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",ǂKhomani Cultural Landscape,https://whc.unesco.org/en/list/1545,pending,,,
south_za_khomani_language,1,South Africa,Northern Cape borderlands,ǂKhomani San communities,LANGUAGE,intermediate,What cultural recovery concern is linked to the ǂKhomani landscape?,Knowledge held by the last speakers of !Ui-Taa languages,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",ǂKhomani Cultural Landscape,https://whc.unesco.org/en/list/1545,pending,,,
south_za_robben_uses,1,South Africa,Western Cape,"Former prisoners, affected communities and heritage custodians",HISTORY,introductory,Which use formed part of Robben Island's history?,A prison,draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.",Robben Island,https://whc.unesco.org/en/list/916,pending,,,
south_za_robben_prisoners,1,South Africa,Western Cape,"Former prisoners, affected communities and heritage custodians",MODERN HISTORY,intermediate,Who was held in Robben Island's maximum-security prison?,Political prisoners,draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.",Robben Island,https://whc.unesco.org/en/list/916,pending,,,
south_za_robben_meaning,1,South Africa,Western Cape,"Former prisoners, affected communities and heritage custodians",PHILOSOPHY,advanced,What broad transition does UNESCO associate with Robben Island?,Democracy and freedom overcoming oppression and racism,draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.",Robben Island,https://whc.unesco.org/en/list/916,pending,,,
south_za_robben_layers,1,South Africa,Western Cape,"Former prisoners, affected communities and heritage custodians",ART & HISTORY,introductory,What do Robben Island's surviving buildings reveal?,"Successive prison, hospital, military and religious uses",draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.",Robben Island,https://whc.unesco.org/en/list/916,pending,,,
south_za_rights_count,1,South Africa,Fourteen sites around South Africa,Liberation-struggle communities and custodians,MODERN HISTORY,intermediate,How many component places make up the Nelson Mandela Legacy Sites property?,Fourteen,draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.","Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",https://whc.unesco.org/en/list/1676,pending,,,
south_za_rights_sharpeville,1,South Africa,Fourteen sites around South Africa,Liberation-struggle communities and custodians,HISTORY,introductory,What do the Sharpeville Sites commemorate?,The killing of 69 people protesting unjust Pass Laws,draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.","Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",https://whc.unesco.org/en/list/1676,pending,,,
south_za_rights_mqhekezweni,1,South Africa,Fourteen sites around South Africa,Liberation-struggle communities and custodians,HISTORY,intermediate,Which component is linked to Nelson Mandela's youth and traditional leadership?,The Great Place at Mqhekezweni,draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.","Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",https://whc.unesco.org/en/list/1676,pending,,,
south_za_rights_ideas,1,South Africa,Fourteen sites around South Africa,Liberation-struggle communities and custodians,PHILOSOPHY,advanced,Which set of ideas is central to the serial property's interpretation?,"Human rights, liberation and reconciliation",draft,yes,"Colonialism, apartheid, political imprisonment or violence: trauma-informed historical and community review is required.","Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",https://whc.unesco.org/en/list/1676,pending,,,
south_ls_za_maloti_parts,1,Lesotho; South Africa,Maloti-Drakensberg mountains,"Basotho, neighbouring communities and San heritage custodians",GEOGRAPHY,introductory,Which two areas form the Maloti-Drakensberg Park?,Sehlabathebe National Park and uKhahlamba Drakensberg Park,draft,yes,"Regional or national classification is editorial, not a claim of uniform identity; require local review of cross-border framing.",Maloti-Drakensberg Park,https://whc.unesco.org/en/list/985,pending,,,
south_ls_za_maloti_rock,1,Lesotho; South Africa,Maloti-Drakensberg mountains,"Basotho, neighbouring communities and San heritage custodians",ART & HISTORY,intermediate,What cultural record is especially dense in the Maloti-Drakensberg Park?,San rock paintings,draft,yes,"Indigenous terminology, rights and knowledge require community-led review; historical labels must not override current self-identification.",Maloti-Drakensberg Park,https://whc.unesco.org/en/list/985,pending,,,
south_ls_za_maloti_fish,1,Lesotho; South Africa,Maloti-Drakensberg mountains,"Basotho, neighbouring communities and San heritage custodians",GEOGRAPHY,introductory,Where is the Maloti minnow found within the property?,Sehlabathebe National Park,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Maloti-Drakensberg Park,https://whc.unesco.org/en/list/985,pending,,,
south_ls_za_maloti_watershed,1,Lesotho; South Africa,Maloti-Drakensberg mountains,"Basotho, neighbouring communities and San heritage custodians",GEOGRAPHY,intermediate,The Maloti-Drakensberg range feeds rivers flowing toward which oceans?,The Indian and Atlantic oceans,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Maloti-Drakensberg Park,https://whc.unesco.org/en/list/985,pending,,,
south_ls_thaba_landform,1,Lesotho,Phuthiatsana Valley,Basotho heritage communities,GEOGRAPHY,advanced,What kind of landform is Thaba-Bosiu?,A plateau,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Thaba-Bosiu National Monument,https://whc.unesco.org/en/tentativelists/5392,pending,,,
south_ls_thaba_distance,1,Lesotho,Phuthiatsana Valley,Basotho heritage communities,GEOGRAPHY,introductory,About how far is Thaba-Bosiu from Maseru?,23 kilometres south-east,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Thaba-Bosiu National Monument,https://whc.unesco.org/en/tentativelists/5392,pending,,,
south_ls_thaba_founder,1,Lesotho,Phuthiatsana Valley,Basotho heritage communities,HISTORY,intermediate,Which leader is closely associated with Thaba-Bosiu from 1824?,Moshoeshoe I,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Thaba-Bosiu National Monument,https://whc.unesco.org/en/tentativelists/5392,pending,,,
south_ls_thaba_status,1,Lesotho,Phuthiatsana Valley,Basotho heritage communities,MODERN HISTORY,introductory,What is Thaba-Bosiu's current UNESCO status?,It is on Lesotho's Tentative List,draft,yes,"Regional or national classification is editorial, not a claim of uniform identity; require local review of cross-border framing.",Thaba-Bosiu National Monument,https://whc.unesco.org/en/tentativelists/5392,pending,,,
south_sz_ngwenya_ochre,1,Eswatini,Hhohho Region,Communities and custodians around Ngwenya,ART & HISTORY,intermediate,What material was extracted in Ngwenya's early mine workings?,Red ochre and specularite,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Ngwenya Mines,https://whc.unesco.org/en/tentativelists/5421,pending,,,
south_sz_ngwenya_tools,1,Eswatini,Hhohho Region,Communities and custodians around Ngwenya,ART & HISTORY,advanced,What material were early mining hammers and picks at Ngwenya made from?,Dolerite,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Ngwenya Mines,https://whc.unesco.org/en/tentativelists/5421,pending,,,
south_sz_ngwenya_later,1,Eswatini,Hhohho Region,Communities and custodians around Ngwenya,HISTORY,introductory,What later technology is documented at Ngwenya around the first millennium CE?,Iron-ore smelting,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Ngwenya Mines,https://whc.unesco.org/en/tentativelists/5421,pending,,,
south_sz_ngwenya_status,1,Eswatini,Hhohho Region,Communities and custodians around Ngwenya,MODERN HISTORY,intermediate,How should Ngwenya Mines be described in UNESCO terms?,An Eswatini Tentative List property,draft,yes,"Regional or national classification is editorial, not a claim of uniform identity; require local review of cross-border framing.",Ngwenya Mines,https://whc.unesco.org/en/tentativelists/5421,pending,,,
south_zw_khami_dynasty,1,Zimbabwe,Near Bulawayo,Torwa-period heritage and present custodians,HISTORY,introductory,Which dynasty made Khami its capital after Great Zimbabwe?,The Torwa dynasty,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Khami Ruins National Monument,https://whc.unesco.org/en/list/365,pending,,,
south_zw_khami_building,1,Zimbabwe,Near Bulawayo,Torwa-period heritage and present custodians,ART & HISTORY,intermediate,What construction technique defines Khami's platforms?,Dry-stone walling,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Khami Ruins National Monument,https://whc.unesco.org/en/list/365,pending,,,
south_zw_khami_decoration,1,Zimbabwe,Near Bulawayo,Torwa-period heritage and present custodians,ART,advanced,Which patterns appear on Khami's decorated walls?,Chevron and chequered patterns,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Khami Ruins National Monument,https://whc.unesco.org/en/list/365,pending,,,
south_zw_khami_trade,1,Zimbabwe,Near Bulawayo,Torwa-period heritage and present custodians,HISTORY,introductory,What do imported objects found at Khami help demonstrate?,Long-distance trade connections,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Khami Ruins National Monument,https://whc.unesco.org/en/list/365,pending,,,
south_zw_matobo_geology,1,Zimbabwe,Matabeleland South,Local communities and heritage custodians of Matobo,GEOGRAPHY,intermediate,What rock shapes Matobo Hills' distinctive landforms?,Granite,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Matobo Hills,https://whc.unesco.org/en/list/306,pending,,,
south_zw_matobo_art,1,Zimbabwe,Matabeleland South,Local communities and heritage custodians of Matobo,ART & HISTORY,introductory,What makes Matobo especially significant for rock art?,One of Southern Africa's highest concentrations,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Matobo Hills,https://whc.unesco.org/en/list/306,pending,,,
south_zw_matobo_shelters,1,Zimbabwe,Matabeleland South,Local communities and heritage custodians of Matobo,HISTORY,intermediate,What did Matobo's large boulders provide over long periods?,Natural shelters,draft,yes,Archaeology and ancient political history require local heritage review; do not map past cultures directly onto modern identities.,Matobo Hills,https://whc.unesco.org/en/list/306,pending,,,
south_zw_matobo_living,1,Zimbabwe,Matabeleland South,Local communities and heritage custodians of Matobo,TRADITION,advanced,Why are parts of Matobo still important to local communities?,They include living shrines and sacred places,draft,yes,Sacred or restricted material: retain only public-source detail and require community knowledge-holder review before any progression.,Matobo Hills,https://whc.unesco.org/en/list/306,pending,,,
south_zm_zw_mosi_river,1,Zambia; Zimbabwe,Zambezi River border,Communities and custodians on both sides of the falls,GEOGRAPHY,introductory,Which river forms Mosi-oa-Tunya / Victoria Falls?,The Zambezi,draft,yes,"Regional or national classification is editorial, not a claim of uniform identity; require local review of cross-border framing.",Mosi-oa-Tunya / Victoria Falls,https://whc.unesco.org/en/list/509,pending,,,
south_zm_zw_mosi_rock,1,Zambia; Zimbabwe,Zambezi River border,Communities and custodians on both sides of the falls,GEOGRAPHY,intermediate,Into what kind of gorges does the water fall?,Basalt gorges,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Mosi-oa-Tunya / Victoria Falls,https://whc.unesco.org/en/list/509,pending,,,
south_zm_zw_mosi_countries,1,Zambia; Zimbabwe,Zambezi River border,Communities and custodians on both sides of the falls,GEOGRAPHY,introductory,Which countries jointly share the World Heritage property?,Zambia and Zimbabwe,draft,yes,"Regional or national classification is editorial, not a claim of uniform identity; require local review of cross-border framing.",Mosi-oa-Tunya / Victoria Falls,https://whc.unesco.org/en/list/509,pending,,,
south_zm_zw_mosi_mist,1,Zambia; Zimbabwe,Zambezi River border,Communities and custodians on both sides of the falls,GEOGRAPHY,intermediate,What visible feature is created by the great volume of falling water?,A high plume of spray and mist,draft,yes,Environmental knowledge and protected-area framing require local and Indigenous rights review alongside conservation evidence.,Mosi-oa-Tunya / Victoria Falls,https://whc.unesco.org/en/list/509,pending,,,
south_zm_mooba_who,1,Zambia,"Central, Copperbelt and Lusaka Provinces",Lenje communities,MUSIC,advanced,Who performs the Mooba dance in Lenje communities?,Women and men,draft,yes,Sacred or restricted material: retain only public-source detail and require community knowledge-holder review before any progression.,Mooba dance of the Lenje ethnic group of Central Province of Zambia,https://ich.unesco.org/en/RL/mooba-dance-of-the-lenje-ethnic-group-of-central-province-of-zambia-01372,pending,,,
south_zm_mooba_skirt,1,Zambia,"Central, Copperbelt and Lusaka Provinces",Lenje communities,TEXTILES,introductory,What is the traditional skirt named in public descriptions of Mooba?,Buyombo,draft,yes,"Gendered roles are source-specific descriptions, not universal rules; require locally grounded, gender-aware review.",Mooba dance of the Lenje ethnic group of Central Province of Zambia,https://ich.unesco.org/en/RL/mooba-dance-of-the-lenje-ethnic-group-of-central-province-of-zambia-01372,pending,,,
south_zm_mooba_regions,1,Zambia,"Central, Copperbelt and Lusaka Provinces",Lenje communities,GEOGRAPHY,intermediate,"Beyond Central Province, where is Mooba also practised?",Parts of Copperbelt and Lusaka Provinces,draft,yes,"Regional or national classification is editorial, not a claim of uniform identity; require local review of cross-border framing.",Mooba dance of the Lenje ethnic group of Central Province of Zambia,https://ich.unesco.org/en/RL/mooba-dance-of-the-lenje-ethnic-group-of-central-province-of-zambia-01372,pending,,,
south_zm_mooba_learning,1,Zambia,"Central, Copperbelt and Lusaka Provinces",Lenje communities,TRADITION,introductory,How can children learn the public performance of Mooba?,By observing and practising at open social functions,draft,yes,Sacred or restricted material: retain only public-source detail and require community knowledge-holder review before any progression.,Mooba dance of the Lenje ethnic group of Central Province of Zambia,https://ich.unesco.org/en/RL/mooba-dance-of-the-lenje-ethnic-group-of-central-province-of-zambia-01372,pending,,,
