stableId,version,countryScope,subregionScope,communityScope,category,difficulty,questionText,acceptedAnswer,lifecycleStatus,specialistReviewRequired,sensitivityNotes,sourceTitle,sourceUrl,humanDecision,humanReviewer,humanReviewDate,humanReviewNotes
north_algeria_tipasa_layers,1,Algeria,Mediterranean coast west of Algiers,Tipasa heritage communities,HISTORY,introductory,Which sequence of cultural remains appears together at Tipasa?,"Phoenician, Roman, early Christian and Byzantine",draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Tipasa — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/193,pending,,,
north_algeria_tipasa_distance,1,Algeria,Mediterranean coast west of Algiers,Tipasa heritage communities,GEOGRAPHY,intermediate,Where is Tipasa located relative to Algiers?,About 70 kilometres west,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Tipasa — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/193,pending,,,
north_morocco_gnawa_scope,1,Morocco,,Gnawa communities and practitioners,MUSIC,introductory,Which description reflects the breadth of Moroccan Gnawa?,Music and performance joined with fraternal and therapeutic ritual practices,draft,yes,Sacred or religious material: use only public-source details and require review by the relevant practitioners and knowledge-holders.,Gnawa — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/gnawa-01170,pending,,,
north_morocco_gnawa_history,1,Morocco,,Gnawa communities and practitioners,HISTORY,intermediate,Which history is central to UNESCO's account of Gnawa?,Roots among people affected by slavery and the slave trade,draft,yes,"Colonialism, enslavement or violence: trauma-informed historical and community review is required before progression beyond draft.",Gnawa — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/gnawa-01170,pending,,,
north_morocco_tbourida_troupe,1,Morocco,,"Tbourida riders, horse breeders and craftspeople",TRADITION,advanced,What is distinctive about the size of a Tbourida troupe?,It has an odd number of fifteen to twenty-five riders,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,Tbourida — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/tbourida-01483,pending,,,
north_morocco_tbourida_action,1,Morocco,,"Tbourida riders, horse breeders and craftspeople",TRADITION,introductory,What does Tbourida simulate?,A succession of military parades,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,Tbourida — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/tbourida-01483,pending,,,
north_morocco_malhun_language,1,Morocco,,"Malhun poets, musicians and audiences",LANGUAGE,intermediate,In which language forms are malhun verses sung?,Dialectal Arabic and sometimes Hebrew,draft,yes,"Identity terminology and community scope require review by people from the named communities, including preferred names and spellings.","Malhun, a popular poetic and musical art — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/malhun-a-popular-poetic-and-musical-art-01592,pending,,,
north_morocco_malhun_instruments,1,Morocco,,"Malhun poets, musicians and audiences",MUSIC,introductory,Which group of instruments accompanies malhun?,"Lute, violin, rebab and small drums",draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,"Malhun, a popular poetic and musical art — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/malhun-a-popular-poetic-and-musical-art-01592,pending,,,
north_morocco_argan_steps,1,Morocco,Arganeraie Biosphere Reserve,Rural argan-producing communities,FOOD,intermediate,Which sequence includes documented steps in traditional argan-oil extraction?,"Drying, pulping, grinding, milling and mixing",draft,no,,"Argan, practices and know-how concerning the argan tree — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/argan-practices-and-know-how-concerning-the-argan-tree-00955,pending,,,
north_morocco_argan_transmission,1,Morocco,Arganeraie Biosphere Reserve,Rural argan-producing communities,TRADITION,advanced,Who does UNESCO particularly identify with transmitting argan-oil know-how?,Argan women teaching daughters through practice,draft,yes,Gendered practice or space: community review must confirm respectful wording and avoid presenting a documented role as fixed or universal.,"Argan, practices and know-how concerning the argan tree — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/argan-practices-and-know-how-concerning-the-argan-tree-00955,pending,,,
north_morocco_jemaa_roles,1,Morocco,Marrakesh,"Jemaa el-Fna performers, traders and audiences",ORAL HISTORY,introductory,Which performers are part of Jemaa el-Fna's public cultural space?,"Storytellers, poets and musicians",draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,Cultural space of Jemaa el-Fna Square — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/cultural-space-of-jemaa-el-fna-square-00014,pending,,,
north_morocco_jemaa_adaptation,1,Morocco,Marrakesh,"Jemaa el-Fna performers, traders and audiences",MODERN HISTORY,intermediate,How do bards at Jemaa el-Fna keep older recital forms current?,They improvise from an outline and adapt to contemporary contexts,draft,yes,Oral tradition: community review is required and the narrative must not be reframed as independently verified chronology.,Cultural space of Jemaa el-Fna Square — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/cultural-space-of-jemaa-el-fna-square-00014,pending,,,
north_morocco_fez_period,1,Morocco,Fez,Residents and heritage custodians of Fez,HISTORY,introductory,During which dynastic period did medieval Fez reach a major high point?,The Marinid period in the thirteenth and fourteenth centuries,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Medina of Fez — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/170,pending,,,
north_morocco_fez_buildings,1,Morocco,Fez,Residents and heritage custodians of Fez,ART & HISTORY,intermediate,Which buildings help define the Medina of Fez?,"Madrasas, fondouks, palaces, residences, mosques and fountains",draft,yes,Sacred or religious material: use only public-source details and require review by the relevant practitioners and knowledge-holders.,Medina of Fez — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/170,pending,,,
north_tunisia_harissa_base,1,Tunisia,,Tunisian households and chilli growers,FOOD,advanced,What is the main base of Tunisian harissa?,Dried chilli peppers ground into a paste,draft,no,,"Harissa, knowledge, skills and culinary and social practices — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/harissa-knowledge-skills-and-culinary-and-social-practices-01710,pending,,,
north_tunisia_harissa_storage,1,Tunisia,,Tunisian households and chilli growers,FOOD,introductory,How is prepared harissa commonly stored?,In glass or pottery,draft,no,,"Harissa, knowledge, skills and culinary and social practices — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/harissa-knowledge-skills-and-culinary-and-social-practices-01710,pending,,,
north_tunisia_sejnane_material,1,Tunisia,Sejnane,Women potters of Sejnane and their families,ART,intermediate,Where is clay for Sejnane pottery commonly collected?,From wadi beds,draft,yes,Gendered practice or space: community review must confirm respectful wording and avoid presenting a documented role as fixed or universal.,Pottery skills of the women of Sejnane — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/pottery-skills-of-the-women-of-sejnane-01406,pending,,,
north_tunisia_sejnane_decoration,1,Tunisia,Sejnane,Women potters of Sejnane and their families,ART,introductory,How are fired Sejnane pots commonly decorated?,With two-tone geometric patterns,draft,yes,"Identity terminology and community scope require review by people from the named communities, including preferred names and spellings.",Pottery skills of the women of Sejnane — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/pottery-skills-of-the-women-of-sejnane-01406,pending,,,
north_tunisia_charfia_structure,1,Tunisia,Kerkennah Islands,Kerkennian fishing communities,TRADITION,intermediate,What creates the guiding barrier in a charfia fishery?,Palm fronds fixed into the seabed,draft,yes,Living environmental knowledge and resource use require local practitioner and conservation review before progression.,Charfia fishing in the Kerkennah Islands — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/charfia-fishing-in-the-kerkennah-islands-01566,pending,,,
north_tunisia_charfia_season,1,Tunisia,Kerkennah Islands,Kerkennian fishing communities,GEOGRAPHY,advanced,Why is charfia operated only from the autumn equinox to June?,To leave a biological rest period for marine life,draft,yes,Living environmental knowledge and resource use require local practitioner and conservation review before progression.,Charfia fishing in the Kerkennah Islands — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/charfia-fishing-in-the-kerkennah-islands-01566,pending,,,
north_tunisia_djerba_pattern,1,Tunisia,Djerba,Djerban communities of diverse cultures and faiths,GEOGRAPHY,introductory,What was the key feature of Djerba's historic settlement pattern?,"Dispersed, low-density neighbourhoods linked by roads",draft,yes,"Identity terminology and community scope require review by people from the named communities, including preferred names and spellings.",Djerba: Testimony to a settlement pattern in an island territory — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1640,pending,,,
north_tunisia_djerba_adaptation,1,Tunisia,Djerba,Djerban communities of diverse cultures and faiths,ART & HISTORY,intermediate,Which environmental pressure shaped Djerba's settlement system?,"A semi-dry, water-scarce island environment",draft,yes,"Identity terminology and community scope require review by people from the named communities, including preferred names and spellings.",Djerba: Testimony to a settlement pattern in an island territory — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1640,pending,,,
north_tunisia_carthage_foundation,1,Tunisia,Gulf of Tunis,Carthage heritage communities,HISTORY,introductory,Who founded ancient Carthage according to UNESCO's summary?,Phoenicians,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Carthage — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/37,pending,,,
north_tunisia_carthage_rebuild,1,Tunisia,Gulf of Tunis,Carthage heritage communities,ART & HISTORY,intermediate,What happened at Carthage after Rome destroyed the Punic city in 146 BCE?,A Roman city was established on its ruins,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Carthage — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/37,pending,,,
north_egypt_hilali_subject,1,Egypt,,Al-Sirah Al-Hilaliyyah poets and audiences,ORAL HISTORY,advanced,Whose migration is narrated in Al-Sirah Al-Hilaliyyah?,The Bani Hilal Bedouin tribe's journey to North Africa,draft,yes,Oral tradition: community review is required and the narrative must not be reframed as independently verified chronology.,Al-Sirah Al-Hilaliyyah epic — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/al-sirah-al-hilaliyyah-epic-00075,pending,,,
north_egypt_hilali_music,1,Egypt,,Al-Sirah Al-Hilaliyyah poets and audiences,MUSIC,introductory,Which instrument may accompany a singer of the Hilali epic?,A two-string spike fiddle called a rabab,draft,yes,Oral tradition: community review is required and the narrative must not be reframed as independently verified chronology.,Al-Sirah Al-Hilaliyyah epic — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/al-sirah-al-hilaliyyah-epic-00075,pending,,,
north_egypt_tahteeb_exchange,1,Egypt,Upper Egypt,Saeedy Tahteeb practitioners,TRADITION,intermediate,How is the central exchange in modern Tahteeb described?,"A brief, controlled and non-violent stick game",draft,yes,Gendered practice or space: community review must confirm respectful wording and avoid presenting a documented role as fixed or universal.,"Tahteeb, stick game — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/tahteeb-stick-game-01189,pending,,,
north_egypt_tahteeb_values,1,Egypt,Upper Egypt,Saeedy Tahteeb practitioners,PHILOSOPHY,introductory,Which values underpin the rules of Tahteeb?,"Mutual respect, friendship, courage and chivalry",draft,yes,Gendered practice or space: community review must confirm respectful wording and avoid presenting a documented role as fixed or universal.,"Tahteeb, stick game — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/tahteeb-stick-game-01189,pending,,,
north_egypt_aragoz_voice,1,Egypt,Cairo and travelling-performance histories,Al-Aragoz puppeteers and audiences,ART,intermediate,How does an Al-Aragoz puppeteer create the main puppet's distinctive voice?,With a voice modifier,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,Traditional hand puppetry — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/USL/traditional-hand-puppetry-01376,pending,,,
north_egypt_aragoz_interaction,1,Egypt,Cairo and travelling-performance histories,Al-Aragoz puppeteers and audiences,ORAL HISTORY,advanced,What role does improvisation play in Al-Aragoz?,"It supports live interaction among puppeteer, assistant and audience",draft,yes,Oral tradition: community review is required and the narrative must not be reframed as independently verified chronology.,Traditional hand puppetry — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/USL/traditional-hand-puppetry-01376,pending,,,
north_egypt_weaving_fibres,1,Egypt,Upper Egypt (Sa'eed),Upper Egyptian handloom-weaving communities,TEXTILES,introductory,Which fibres are named in accounts of Upper Egyptian handloom weaving?,"Linen, cotton, wool and silk",draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,Handmade weaving in Upper Egypt (Sa'eed) — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/USL/handmade-weaving-in-upper-egypt-sa-eed-01605,pending,,,
north_egypt_weaving_risk,1,Egypt,Upper Egypt (Sa'eed),Upper Egyptian handloom-weaving communities,MODERN HISTORY,intermediate,Which pressure threatens Upper Egyptian handmade weaving?,High costs and reduced transmission as weaving becomes less viable,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,Handmade weaving in Upper Egypt (Sa'eed) — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/USL/handmade-weaving-in-upper-egypt-sa-eed-01605,pending,,,
north_egypt_holy_family_cycles,1,Egypt,Multiple towns including Durunka and Cairo,Coptic Christian and Muslim festival participants,TRADITION,introductory,How many festival cycles does the UNESCO element about the Holy Family journey describe?,Two,draft,yes,Sacred or religious material: use only public-source details and require review by the relevant practitioners and knowledge-holders.,Festivals related to the Journey of the Holy family in Egypt — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/festivals-related-to-the-journey-of-the-holy-family-in-egypt-01700,pending,,,
north_egypt_holy_family_activities,1,Egypt,Multiple towns including Durunka and Cairo,Coptic Christian and Muslim festival participants,TRADITION,intermediate,Which activities appear in the Holy Family journey festivals?,"Processions, performances, shared foods and traditional games",draft,yes,Sacred or religious material: use only public-source details and require review by the relevant practitioners and knowledge-holders.,Festivals related to the Journey of the Holy family in Egypt — UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/festivals-related-to-the-journey-of-the-holy-family-in-egypt-01700,pending,,,
north_egypt_cairo_monuments,1,Egypt,Historic Cairo,Residents and heritage custodians of Historic Cairo,ART & HISTORY,advanced,Which group of buildings characterizes Historic Cairo?,"Mosques, madrasas, hammams and fountains",draft,yes,Sacred or religious material: use only public-source details and require review by the relevant practitioners and knowledge-holders.,Historic Cairo — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/89,pending,,,
north_egypt_cairo_founding,1,Egypt,Historic Cairo,Residents and heritage custodians of Historic Cairo,HISTORY,introductory,When was Fatimid Cairo founded?,969 CE,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Historic Cairo — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/89,pending,,,
north_sudan_barkal_components,1,Sudan,Napatan region of the Nile Valley,Nubian heritage communities and custodians,HISTORY,intermediate,How many archaeological sites make up the Gebel Barkal World Heritage property?,Five,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Gebel Barkal and the Sites of the Napatan Region — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1073,pending,,,
north_sudan_barkal_periods,1,Sudan,Napatan region of the Nile Valley,Nubian heritage communities and custodians,HISTORY,introductory,Which cultures are represented at Gebel Barkal and the associated sites?,Napatan and Meroitic cultures,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Gebel Barkal and the Sites of the Napatan Region — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1073,pending,,,
north_sudan_meroe_setting,1,Sudan,Between the Nile and Atbara rivers,Kushite and Nubian heritage custodians,GEOGRAPHY,intermediate,Where is the Island of Meroe archaeological landscape?,In a semi-desert area between the Nile and Atbara rivers,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Sites of the Island of Meroe — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1336,pending,,,
north_sudan_meroe_parts,1,Sudan,Between the Nile and Atbara rivers,Kushite and Nubian heritage custodians,ART & HISTORY,advanced,Which three places form the Island of Meroe World Heritage property?,"Meroe, Naqa and Musawwarat es-Sufra",draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Sites of the Island of Meroe — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1336,pending,,,
north_sudan_sanganeb_atoll,1,Sudan,Sudanese Red Sea coast,Red Sea coastal communities and conservation custodians,GEOGRAPHY,introductory,What is distinctive about Sanganeb in the Red Sea?,It is an isolated atoll-like coral reef about 25 kilometres offshore,draft,yes,Living environmental knowledge and resource use require local practitioner and conservation review before progression.,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/262,pending,,,
north_sudan_dungonab_habitats,1,Sudan,Sudanese Red Sea coast,Red Sea coastal communities and conservation custodians,GEOGRAPHY,intermediate,Which habitats occur around Dungonab Bay and Mukkawar Island?,"Coral reefs, mangroves, seagrass beds, beaches and islets",draft,yes,Living environmental knowledge and resource use require local practitioner and conservation review before progression.,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/262,pending,,,
north_north_date_palm_uses,1,Egypt; Morocco; Sudan; Tunisia,Arid and oasis regions,Date-palm cultivating communities,FOOD,introductory,Which set reflects the cultural uses of date palms documented by UNESCO?,"Food, crafts, cultivation knowledge and social traditions",draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,"Date palm, knowledge, skills, traditions and practices — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/date-palm-knowledge-skills-traditions-and-practices-01902,pending,,,
north_north_date_palm_ecology,1,Egypt; Morocco; Sudan; Tunisia,Arid and oasis regions,Date-palm cultivating communities,GEOGRAPHY,intermediate,In what environments are date palms typically cultivated?,Deserts and dry temperate areas with suitable irrigation,draft,yes,Living environmental knowledge and resource use require local practitioner and conservation review before progression.,"Date palm, knowledge, skills, traditions and practices — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/date-palm-knowledge-skills-traditions-and-practices-01902,pending,,,
north_north_calligraphy_direction,1,Algeria; Egypt; Morocco; Sudan; Tunisia,,Arabic calligraphers and learners,LANGUAGE,advanced,In which direction is Arabic calligraphy written?,From right to left,draft,yes,Sacred or religious material: use only public-source details and require review by the relevant practitioners and knowledge-holders.,"Arabic calligraphy: knowledge, skills and practices — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/arabic-calligraphy-knowledge-skills-and-practices-01718,pending,,,
north_north_calligraphy_learning,1,Algeria; Egypt; Morocco; Sudan; Tunisia,,Arabic calligraphers and learners,ART,introductory,How is Arabic calligraphy knowledge transmitted?,Through both formal and informal education,draft,yes,Living cultural practice: require review by practitioners from the named community and do not generalize beyond the documented scope.,"Arabic calligraphy: knowledge, skills and practices — UNESCO Intangible Cultural Heritage",https://ich.unesco.org/en/RL/arabic-calligraphy-knowledge-skills-and-practices-01718,pending,,,
north_libya_leptis_severus,1,Libya,Khoms district,Libyan heritage custodians,HISTORY,intermediate,Which Roman emperor was born at Leptis Magna and later embellished it?,Septimius Severus,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Leptis Magna — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/183,pending,,,
north_libya_leptis_harbour,1,Libya,Khoms district,Libyan heritage custodians,ART & HISTORY,introductory,What engineering feature survives at Leptis Magna?,An artificial harbour basin with a barrage and canal,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Leptis Magna — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/183,pending,,,
north_libya_cyrene_origin,1,Libya,Jebel Akhdar,Libyan heritage custodians,HISTORY,intermediate,Settlers from which Greek island founded Cyrene?,Thera,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Cyrene — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/190,pending,,,
north_libya_cyrene_endpoint,1,Libya,Jebel Akhdar,Libyan heritage custodians,HISTORY,advanced,Which event marks the end of Cyrene's period as a great capital in UNESCO's summary?,The earthquake of 365 CE,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Cyrene — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/190,pending,,,
north_libya_sabratha_trade,1,Libya,Zawiya district,Libyan heritage custodians,HISTORY,introductory,What was Sabratha before its Roman rebuilding?,A Phoenician trading post linked to the African hinterland,draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Sabratha — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/184,pending,,,
north_libya_sabratha_sequence,1,Libya,Zawiya district,Libyan heritage custodians,HISTORY,intermediate,Which political sequence does UNESCO give for Sabratha?,"Phoenician trading post, Numidian kingdom, then Romanized city",draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Archaeological Site of Sabratha — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/184,pending,,,
north_libya_ghadames_levels,1,Libya,Ghadamès oasis,Ghadamès community,ART & HISTORY,introductory,How were functions arranged vertically in traditional Ghadamès houses?,"Storage below, family space above, and open terraces at the top",draft,yes,Gendered practice or space: community review must confirm respectful wording and avoid presenting a documented role as fixed or universal.,Old Town of Ghadamès — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/362,pending,,,
north_libya_ghadames_climate,1,Libya,Ghadamès oasis,Ghadamès community,GEOGRAPHY,intermediate,What helped Ghadamès respond to Saharan heat and wind?,"Compact mud architecture, covered passages, water management and palm groves",draft,yes,"Identity terminology and community scope require review by people from the named communities, including preferred names and spellings.",Old Town of Ghadamès — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/362,pending,,,
north_libya_tadrart_dates,1,Libya,Fezzan,Saharan heritage custodians,ART & HISTORY,advanced,Across what broad span do the Tadrart Acacus rock images date?,"About 12,000 BCE to 100 CE",draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Rock-Art Sites of Tadrart Acacus — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/287,pending,,,
north_libya_tadrart_evidence,1,Libya,Fezzan,Saharan heritage custodians,GEOGRAPHY,introductory,What changes do the Tadrart Acacus images help document?,"Changes in Sahara fauna, flora and human ways of life",draft,yes,"Ancient religious, funerary or political history requires specialist archaeological and local heritage review; modern identities must not be inferred from it.",Rock-Art Sites of Tadrart Acacus — UNESCO World Heritage Centre,https://whc.unesco.org/en/list/287,pending,,,
