stableId,version,countryScope,subregionScope,communityScope,category,difficulty,questionText,acceptedAnswer,lifecycleStatus,specialistReviewRequired,sensitivityNotes,sourceTitle,sourceUrl,humanDecision,humanReviewer,humanReviewDate,humanReviewNotes
east_uganda_koogere_subject,1,Uganda,Kasese and historic Busongora,"Basongora, Banyabindi and Batooro communities",ORAL HISTORY,intermediate,Who is at the centre of the Koogere oral tradition?,A female chief of Busongora remembered for wisdom and prosperity,draft,yes,Oral historical tradition: community review is required and the narrative must not be reframed as independently verified chronology.,"Koogere oral tradition of the Basongora, Banyabindi and Batooro peoples",https://ich.unesco.org/en/USL/koogere-oral-tradition-of-the-basongora-banyabindi-and-batooro-peoples-00911,pending,,,
east_uganda_koogere_settings,1,Uganda,Kasese and historic Busongora,"Basongora, Banyabindi and Batooro communities",ORAL HISTORY,advanced,Where has Koogere storytelling traditionally been shared?,Around the fireplace and during work or travel,draft,yes,Oral historical tradition: community review is required and the narrative must not be reframed as independently verified chronology.,"Koogere oral tradition of the Basongora, Banyabindi and Batooro peoples",https://ich.unesco.org/en/USL/koogere-oral-tradition-of-the-basongora-banyabindi-and-batooro-peoples-00911,pending,,,
east_uganda_madi_occasions,1,Uganda,Ma'di areas,Ma'di communities,MUSIC,introductory,Which set includes documented contexts for Ma'di bowl-lyre music and dance?,"Weddings, harvest celebrations, education, conflict resolution and mourning",draft,yes,Sacred or custodial heritage: use only public source material and require review by the relevant community knowledge-holders.,Ma'di bowl lyre music and dance,https://ich.unesco.org/en/USL/ma-di-bowl-lyre-music-and-dance-01187,pending,,,
east_uganda_madi_social_role,1,Uganda,Ma'di areas,Ma'di communities,TRADITION,intermediate,What community role does Ma'di bowl-lyre practice serve?,Strengthening family ties and clan unity while sharing history and values,draft,no,,Ma'di bowl lyre music and dance,https://ich.unesco.org/en/USL/ma-di-bowl-lyre-music-and-dance-01187,pending,,,
east_tanzania_stone_town_location,1,Tanzania,"Unguja, Zanzibar",Swahili communities of Zanzibar,GEOGRAPHY,introductory,On which island is Stone Town of Zanzibar located?,Unguja,draft,no,,Stone Town of Zanzibar,https://whc.unesco.org/en/list/173,pending,,,
east_tanzania_stone_town_exchange,1,Tanzania,"Unguja, Zanzibar",Swahili communities of Zanzibar,ART & HISTORY,intermediate,Which cultural encounters are visible in Stone Town's built heritage?,"African, Arab, Indian and European",draft,no,,Stone Town of Zanzibar,https://whc.unesco.org/en/list/173,pending,,,
east_tanzania_kilwa_ports,1,Tanzania,Kilwa archipelago,Swahili coastal communities,HISTORY,advanced,What were Kilwa Kisiwani and Songo Mnara?,Major Swahili island trading ports,draft,no,,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,https://whc.unesco.org/en/list/144,pending,,,
east_tanzania_kilwa_trade,1,Tanzania,Kilwa archipelago,Swahili coastal communities,HISTORY,introductory,Which finds or goods demonstrate Kilwa's Indian Ocean trading connections?,Persian earthenware and Chinese porcelain alongside African exports,draft,no,,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,https://whc.unesco.org/en/list/144,pending,,,
east_east_kiswahili_lingua_franca,1,Burundi; Kenya; Malawi; Mozambique; Rwanda; Somalia; Tanzania; Uganda; Zambia,Eastern Africa and neighbouring regions,Kiswahili-speaking communities,LANGUAGE,intermediate,Which statement best describes Kiswahili's regional role?,It is a first or additional language and a lingua franca across many communities,draft,yes,Language form and social context require review by fluent Kiswahili speakers from relevant East African communities.,Kiswahili Lessons,https://kiswahili.ku.edu/lessons,pending,,,
east_east_kiswahili_greeting,1,Burundi; Kenya; Malawi; Mozambique; Rwanda; Somalia; Tanzania; Uganda; Zambia,Eastern Africa and neighbouring regions,Kiswahili-speaking communities,LANGUAGE,introductory,Which response pair appears in the University of Kansas Kiswahili greetings lesson?,Upo? — Nipo.,draft,yes,Language form and social context require review by fluent Kiswahili speakers from relevant East African communities.,Kiswahili Lessons,https://kiswahili.ku.edu/lessons,pending,,,
east_rwanda_intore_formation,1,Rwanda,,Intore practitioners,MUSIC,intermediate,What does an Intore troupe's line formation evoke?,Ranks of warriors in a stylized battle,draft,yes,Performance history and gendered or martial imagery require community review and must not be treated as a fixed social role.,Intore,https://ich.unesco.org/en/RL/intore-02129,pending,,,
east_rwanda_intore_transmission,1,Rwanda,,Intore practitioners,MODERN HISTORY,advanced,How is Intore transmitted today?,"Through families, communities, troupes, schools and universities",draft,no,,Intore,https://ich.unesco.org/en/RL/intore-02129,pending,,,
east_burundi_royal_drum_layout,1,Burundi,,Royal-drum dance practitioners,MUSIC,introductory,How are drums arranged for Burundi's ritual dance of the royal drum?,An odd number in a semicircle around a central drum,draft,yes,Sacred or custodial heritage: use only public source material and require review by the relevant community knowledge-holders.,Ritual dance of the royal drum,https://ich.unesco.org/en/RL/ritual-dance-of-the-royal-drum-00989,pending,,,
east_burundi_royal_drum_roles,1,Burundi,,Royal-drum dance practitioners,TRADITION,intermediate,Which combination belongs to Burundi's royal-drum dance?,"Synchronized drumming, dance, heroic poetry and traditional song",draft,yes,Sacred or custodial heritage: use only public source material and require review by the relevant community knowledge-holders.,Ritual dance of the royal drum,https://ich.unesco.org/en/RL/ritual-dance-of-the-royal-drum-00989,pending,,,
east_madagascar_zafimaniry_joinery,1,Madagascar,South-eastern highlands,Zafimaniry communities,ART,introductory,How are traditional Zafimaniry houses and tombs joined?,With mortise-and-tenon joints without nails or hinges,draft,no,,Woodcrafting knowledge of the Zafimaniry,https://ich.unesco.org/en/RL/woodcrafting-knowledge-of-the-zafimaniry-00080,pending,,,
east_madagascar_zafimaniry_motifs,1,Madagascar,South-eastern highlands,Zafimaniry communities,ART,intermediate,"What does the papintantely, or honeycomb, motif represent in UNESCO's public description?",Community life,draft,yes,Community symbolism and motif meanings require Zafimaniry specialist review before progression.,Woodcrafting knowledge of the Zafimaniry,https://ich.unesco.org/en/RL/woodcrafting-knowledge-of-the-zafimaniry-00080,pending,,,
east_madagascar_kabary_form,1,Madagascar,,Malagasy kabary practitioners,PROVERBS,advanced,Which techniques characterize Malagasy kabary?,"Proverbs, maxims, rhetorical figures and wordplay",draft,yes,Language form and social context require review by fluent Kiswahili speakers from relevant East African communities.,"Malagasy Kabary, the Malagasy oratorical art",https://ich.unesco.org/en/RL/malagasy-kabary-the-malagasy-oratorical-art-01741,pending,,,
east_madagascar_kabary_dialogue,1,Madagascar,,Malagasy kabary practitioners,TRADITION,introductory,What is a common performance format for Malagasy kabary?,A conventional dialogue between two orators before a gathering,draft,no,,"Malagasy Kabary, the Malagasy oratorical art",https://ich.unesco.org/en/RL/malagasy-kabary-the-malagasy-oratorical-art-01741,pending,,,
east_madagascar_hiragasy_elements,1,Madagascar,Central Highlands,Hiragasy troupes,MUSIC,intermediate,Which three expressive forms make up hiragasy?,"Song, dance and speech",draft,no,,"Hiragasy, a performing art of the Central Highlands of Madagascar",https://ich.unesco.org/en/RL/hiragasy-a-performing-art-of-the-central-highlands-of-madagascar-01740,pending,,,
east_madagascar_hiragasy_transmission,1,Madagascar,Central Highlands,Hiragasy troupes,MODERN HISTORY,introductory,How is hiragasy often passed on within performing families?,Children follow parents on tour and join performances,draft,no,,"Hiragasy, a performing art of the Central Highlands of Madagascar",https://ich.unesco.org/en/RL/hiragasy-a-performing-art-of-the-central-highlands-of-madagascar-01740,pending,,,
east_malawi_nsima_component,1,Malawi,,Malawian culinary communities,FOOD,intermediate,What is the food component called nsima?,A thick porridge made with maize flour,draft,no,,"Nsima, culinary tradition of Malawi",https://ich.unesco.org/en/RL/nsima-culinary-tradition-of-malawi-01292,pending,,,
east_malawi_nsima_social,1,Malawi,,Malawian culinary communities,FOOD,advanced,How does UNESCO characterize eating nsima in families?,As a communal practice that can strengthen bonds,draft,no,,"Nsima, culinary tradition of Malawi",https://ich.unesco.org/en/RL/nsima-culinary-tradition-of-malawi-01292,pending,,,
east_malawi_vimbuza_scope,1,Malawi,Northern Malawi,Tumbuka communities,TRADITION,introductory,Among which community is Vimbuza especially documented?,Tumbuka people in northern Malawi,draft,yes,Living healing practice: health and community specialists must review the wording; it must not be presented as medical advice or a replacement for care.,Vimbuza healing dance,https://ich.unesco.org/en/RL/vimbuza-healing-dance-00158,pending,,,
east_malawi_vimbuza_elements,1,Malawi,Northern Malawi,Tumbuka communities,MUSIC,intermediate,Which elements combine in the public description of Vimbuza?,"Healing ritual, community singing and spirit-specific drumming",draft,yes,Living healing practice: health and community specialists must review the wording; it must not be presented as medical advice or a replacement for care.,Vimbuza healing dance,https://ich.unesco.org/en/RL/vimbuza-healing-dance-00158,pending,,,
east_malawi_tchopa_drums,1,Malawi,Southern Malawi,Lhomwe communities,MUSIC,introductory,How many different drum sizes does Tchopa use?,Three,draft,yes,Sacred or custodial heritage: use only public source material and require review by the relevant community knowledge-holders.,"Tchopa, sacrificial dance of the Lhomwe people of southern Malawi",https://ich.unesco.org/en/RL/tchopa-sacrificial-dance-of-the-lhomwe-people-of-southern-malawi-00999,pending,,,
east_malawi_tchopa_context,1,Malawi,Southern Malawi,Lhomwe communities,TRADITION,intermediate,Which statement accurately scopes Tchopa?,It is a Lhomwe practice of southern Malawi used at specified celebrations and ceremonial moments,draft,yes,Sacred or custodial heritage: use only public source material and require review by the relevant community knowledge-holders.,"Tchopa, sacrificial dance of the Lhomwe people of southern Malawi",https://ich.unesco.org/en/RL/tchopa-sacrificial-dance-of-the-lhomwe-people-of-southern-malawi-00999,pending,,,
east_malawi_zimbabwe_mbira_build,1,Malawi; Zimbabwe,,Mbira/Sansi makers and players,MUSIC,advanced,What forms the basic Mbira or Sansi instrument?,Metal keys attached to a wooden board,draft,no,,"Art of crafting and playing Mbira/Sansi, the finger-plucking traditional musical instrument in Malawi and Zimbabwe",https://ich.unesco.org/en/RL/art-of-crafting-and-playing-mbira-sansi-the-finger-plucking-traditional-musical-instrument-in-malawi-and-zimbabwe-01541,pending,,,
east_malawi_zimbabwe_mbira_music,1,Malawi; Zimbabwe,,Mbira/Sansi makers and players,MUSIC,introductory,What musical structure is characteristic of Mbira or Sansi playing?,Cyclical themes with small variations and interwoven melodies,draft,no,,"Art of crafting and playing Mbira/Sansi, the finger-plucking traditional musical instrument in Malawi and Zimbabwe",https://ich.unesco.org/en/RL/art-of-crafting-and-playing-mbira-sansi-the-finger-plucking-traditional-musical-instrument-in-malawi-and-zimbabwe-01541,pending,,,
east_zimbabwe_mbende_scope,1,Zimbabwe,Murewa and Uzumba-Maramba-Pfungwe districts,Zezuru Shona communities,MUSIC,intermediate,Among whom is Mbende Jerusarema especially practised?,Zezuru Shona communities of eastern Zimbabwe,draft,yes,Performance history and gendered or martial imagery require community review and must not be treated as a fixed social role.,Mbende Jerusarema dance,https://ich.unesco.org/en/RL/mbende-jerusarema-dance-00169,pending,,,
east_zimbabwe_mbende_music,1,Zimbabwe,Murewa and Uzumba-Maramba-Pfungwe districts,Zezuru Shona communities,MUSIC,introductory,What distinguishes Mbende Jerusarema's musical accompaniment in UNESCO's description?,"One master drummer with clappers, handclaps, yodelling and whistles, but no song lyrics",draft,yes,Performance history and gendered or martial imagery require community review and must not be treated as a fixed social role.,Mbende Jerusarema dance,https://ich.unesco.org/en/RL/mbende-jerusarema-dance-00169,pending,,,
east_zimbabwe_great_period,1,Zimbabwe,Masvingo Province,Shona cultural heritage,HISTORY,intermediate,Which period is central to Great Zimbabwe's UNESCO description?,The eleventh to fifteenth centuries,draft,no,,Great Zimbabwe National Monument,https://whc.unesco.org/en/list/364,pending,,,
east_zimbabwe_great_scale,1,Zimbabwe,Masvingo Province,Shona cultural heritage,GEOGRAPHY,advanced,Approximately how large is the Great Zimbabwe archaeological city in UNESCO's summary?,Nearly 80 hectares,draft,no,,Great Zimbabwe National Monument,https://whc.unesco.org/en/list/364,pending,,,
east_mozambique_timbila_orchestra,1,Mozambique,Southern Inhambane Province,Chopi communities,MUSIC,introductory,How many wooden xylophones may form a Chopi timbila orchestra?,About five to thirty,draft,no,,Chopi Timbila,https://ich.unesco.org/en/RL/chopi-timbila-00133,pending,,,
east_mozambique_timbila_resonator,1,Mozambique,Southern Inhambane Province,Chopi communities,ART,intermediate,What is fastened beneath each wooden timbila slat as a resonator?,A calabash sealed with beeswax,draft,no,,Chopi Timbila,https://ich.unesco.org/en/RL/chopi-timbila-00133,pending,,,
east_mozambique_mapiko_scope,1,Mozambique,Makonde areas,Makonde communities,TRADITION,introductory,How should Ingoma Ya Mapiko be culturally scoped?,As a Makonde practice in Mozambique associated with initiation and other occasions,draft,yes,Initiatory practice: specialist review by relevant community knowledge-holders is required; do not add or infer restricted details.,Ingoma Ya Mapiko,https://ich.unesco.org/en/USL/ingoma-ya-mapiko-01996,pending,,,
east_mozambique_mapiko_performance,1,Mozambique,Makonde areas,Makonde communities,ART,intermediate,Which public performance elements belong to Ingoma Ya Mapiko?,"Masks representing people or animals, drums and a responsive choir",draft,yes,Initiatory practice: specialist review by relevant community knowledge-holders is required; do not add or infer restricted details.,Ingoma Ya Mapiko,https://ich.unesco.org/en/USL/ingoma-ya-mapiko-01996,pending,,,
east_mauritius_geet_gawai_context,1,Mauritius,,Bhojpuri-speaking Mauritian communities,TRADITION,advanced,What is Geet-Gawai in Mauritius?,"A pre-wedding practice combining ritual, prayer, song, music and dance",draft,yes,Wedding practice varies across families and communities: review by practitioners is required and the example must not be universalized.,"Bhojpuri folk songs in Mauritius, Geet-Gawai",https://ich.unesco.org/en/RL/bhojpuri-folk-songs-in-mauritius-geet-gawai-01178,pending,,,
east_mauritius_geet_gawai_dholak,1,Mauritius,,Bhojpuri-speaking Mauritian communities,MUSIC,introductory,Which instrument does UNESCO identify as a two-headed drum in Geet-Gawai?,The dholak,draft,yes,Wedding practice varies across families and communities: review by practitioners is required and the example must not be universalized.,"Bhojpuri folk songs in Mauritius, Geet-Gawai",https://ich.unesco.org/en/RL/bhojpuri-folk-songs-in-mauritius-geet-gawai-01178,pending,,,
east_seychelles_moutya_drum,1,Seychelles,,Seychellois Moutya practitioners,MUSIC,intermediate,What instrument anchors traditional Moutya performance?,A goat-hide drum warmed near a bonfire,draft,yes,"Colonial violence, segregation or enslavement: trauma-informed historical and community review is required.",Moutya,https://ich.unesco.org/en/RL/moutya-01690,pending,,,
east_eritrea_asmara_setting,1,Eritrea,Central highland plateau,Asmara residents and heritage custodians,ART & HISTORY,introductory,Which setting and development history characterize UNESCO-listed Asmara?,"A capital above 2,000 metres shaped by planning between 1893 and 1941",draft,yes,"Colonial violence, segregation or enslavement: trauma-informed historical and community review is required.",Asmara: A Modernist African City,https://whc.unesco.org/en/list/1550/,pending,,,
east_eritrea_asmara_plan,1,Eritrea,Central highland plateau,Asmara residents and heritage custodians,ART & HISTORY,intermediate,What combination appears in Asmara's historic urban plan?,An orthogonal grid joined with radial elements and locally adapted architecture,draft,yes,"Colonial violence, segregation or enslavement: trauma-informed historical and community review is required.",Asmara: A Modernist African City,https://whc.unesco.org/en/list/1550/,pending,,,
